func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
doCreate,"core/src/main/java/jenkins/agents/CloudSet.java:185:24::jenkins.agents.CloudSet.void doCreate(StaplerRequestreq,StaplerResponsersp,@QueryParameterStringname,@QueryParameterStringmode,@QueryParameterStringfrom)",CloudSet.java,core/src/main/java/jenkins/agents/CloudSet.java,185,223,24,4,6371,8094,"[(185, '\'void doCreate(StaplerRequest req, StaplerResponse rsp,\\n                                          @QueryParameter String name, @QueryParameter String mode,\\n                                          @QueryParameter String from) throws IOException, ServletException, Descriptor.FormException {\\n        final Jenkins jenkins = Jenkins.get();\\n        jenkins.checkPermission(Jenkins.ADMINISTER);\\n\\n        if (mode != null && mode.equals(""copy"")) {\\n            name = checkName(name);\\n\\n            Cloud src = jenkins.getCloud(from);\\n            if (src == null) {\\n                if (Util.fixEmpty(from) == null) {\\n                    throw new Failure(Messages.CloudSet_SpecifyCloudToCopy());\\n                } else {\\n                    throw new Failure(Messages.CloudSet_NoSuchCloud(from));\\n                }\\n            }\\n\\n            // copy through XStream\\n            String xml = Jenkins.XSTREAM.toXML(src);\\n            // Not great, but cloud name is final\\n            xml = xml.replace(""<name>"" + src.name + ""</name>"", ""<name>"" + name + ""</name>"");\\n            Cloud result = (Cloud) Jenkins.XSTREAM.fromXML(xml);\\n            jenkins.clouds.add(result);\\n            // send the browser to the config page\\n            rsp.sendRedirect2(Functions.getNearestAncestorUrl(req, jenkins) + ""/"" + result.getUrl() + ""configure"");\\n        } else {\\n            // proceed to step 2\\n            if (mode == null) {\\n                throw new Failure(""No mode given"");\\n            }\\n\\n            Descriptor<Cloud> d = Cloud.all().findByName(mode);\\n            if (d == null) {\\n                throw new Failure(""No node type ‘"" + mode + ""’ is known"");\\n            }\\n            handleNewCloudPage(d, name, req, rsp);\\n        }\\n    }\'')]"
replaceActions,"core/src/main/java/hudson/model/Actionable.java:281:11::hudson.model.Actionable.boolean replaceActions(@NonNullClass<?extendsAction>clazz,@NonNullActiona)",Actionable.java,core/src/main/java/hudson/model/Actionable.java,281,308,11,4,12626,13641,"[(281, '\'boolean replaceActions(@NonNull Class<? extends Action> clazz, @NonNull Action a) {\\n        if (clazz == null) {\\n            throw new IllegalArgumentException(""Action type must be non-null"");\\n        }\\n        if (a == null) {\\n            throw new IllegalArgumentException(""Action must be non-null"");\\n        }\\n        // CopyOnWriteArrayList does not support Iterator.remove, so need to do it this way:\\n        List<Action> old = new ArrayList<>();\\n        List<Action> current = getActions();\\n        boolean found = false;\\n        for (Action a1 : current) {\\n            if (!found) {\\n                if (a.equals(a1)) {\\n                    found = true;\\n                } else if (clazz.isInstance(a1)) {\\n                    old.add(a1);\\n                }\\n            } else if (clazz.isInstance(a1) && !a.equals(a1)) {\\n                old.add(a1);\\n            }\\n        }\\n        current.removeAll(old);\\n        if (!found) {\\n            addAction(a);\\n        }\\n        return !(old.isEmpty() && found);\\n    }\'')]"
fromSpring,core/src/main/java/org/acegisecurity/AuthenticationServiceException.java:46:18::org.acegisecurity.AuthenticationServiceException.AuthenticationServiceException fromSpring(org.springframework.security.authentication.AuthenticationServiceExceptionx),AuthenticationServiceException.java,core/src/main/java/org/acegisecurity/AuthenticationServiceException.java,46,48,18,4,1784,1978,"[(46, ""'AuthenticationServiceException fromSpring(org.springframework.security.authentication.AuthenticationServiceException x) {\\n        return new AuthenticationServiceException(x.toString(), x);\\n    }'"")]"
decorateLauncher,"core/src/main/java/jenkins/tasks/SimpleBuildWrapper.java:352:21::jenkins.tasks.SimpleBuildWrapper.Launcher decorateLauncher(AbstractBuildbuild,Launcherlauncher,BuildListenerlistener)",SimpleBuildWrapper.java,core/src/main/java/jenkins/tasks/SimpleBuildWrapper.java,352,359,21,4,16894,17711,"[(352, ""'Launcher decorateLauncher(AbstractBuild build, Launcher launcher, BuildListener listener) throws IOException, InterruptedException, Run.RunnerAbortedException {\\n        return super.decorateLauncher(build, launcher, listener);\\n        // TODO reasonable to decorate Launcher within a dynamic scope, but this signature does not mix well with Context pattern.\\n        // Called from AbstractBuildExecution.createLauncher; how do we track what is decorating what?\\n        // Would have to keep something like a LaunchedDecorator, not an actual Launcher, in Context.\\n        // And createLauncher is called before even preCheckout, so much too early for the Context to have been prepared.\\n        // Could perhaps create a proxy Launcher whose launch method checks some field in the Context remembered for the build.\\n    }'"")]"
translate,"core/src/main/java/hudson/markup/EscapedMarkupFormatter.java:48:11::hudson.markup.EscapedMarkupFormatter.void translate(Stringmarkup,Writeroutput)",EscapedMarkupFormatter.java,core/src/main/java/hudson/markup/EscapedMarkupFormatter.java,48,52,11,4,1663,1820,"[(48, ""'void translate(String markup, Writer output) throws IOException {\\n        if (markup != null) {\\n            output.write(Util.escape(markup));\\n        }\\n    }'"")]"
hasSame,"core/src/main/java/hudson/tasks/BuildTrigger.java:181:11::hudson.tasks.BuildTrigger.boolean hasSame(AbstractProjectowner,Collection<?extendsAbstractProject>projects)",BuildTrigger.java,core/src/main/java/hudson/tasks/BuildTrigger.java,181,184,11,4,6307,6551,"[(181, ""'boolean hasSame(AbstractProject owner, Collection<? extends AbstractProject> projects) {\\n        List<AbstractProject> children = getChildProjects(owner);\\n        return children.size() == projects.size() && children.containsAll(projects);\\n    }'"")]"
update,"core/src/main/java/hudson/util/CopyOnWriteMap.java:67:14::hudson.util.CopyOnWriteMap.void update(Map<K,V>m)",CopyOnWriteMap.java,core/src/main/java/hudson/util/CopyOnWriteMap.java,67,70,14,4,2440,2539,"[(67, ""'void update(Map<K, V> m) {\\n        core = m;\\n        view = Collections.unmodifiableMap(core);\\n    }'"")]"
doCheckUrl,core/src/main/java/jenkins/model/JenkinsLocationConfiguration.java:199:11::jenkins.model.JenkinsLocationConfiguration.FormValidation doCheckUrl(@QueryParameterStringvalue),JenkinsLocationConfiguration.java,core/src/main/java/jenkins/model/JenkinsLocationConfiguration.java,199,208,11,4,7182,7560,"[(199, '\'FormValidation doCheckUrl(@QueryParameter String value) {\\n        if (value.startsWith(""http://localhost""))\\n            return FormValidation.warning(Messages.Mailer_Localhost_Error());\\n\\n        if (!DISABLE_URL_VALIDATION && isInvalidRootUrl(value)) {\\n            return FormValidation.error(Messages.Mailer_NotHttp_Error());\\n        }\\n\\n        return FormValidation.ok();\\n    }\'')]"
toAttributeList,"core/src/main/java/jenkins/util/xstream/XStreamDOM.java:152:12::jenkins.util.xstream.XStreamDOM.String[] toAttributeList(Map<String,String>attributes)",XStreamDOM.java,core/src/main/java/jenkins/util/xstream/XStreamDOM.java,152,160,12,4,5839,6141,"[(152, ""'String[] toAttributeList(Map<String, String> attributes) {\\n        String[] r = new String[attributes.size() * 2];\\n        int i = 0;\\n        for (Map.Entry<String, String> e : attributes.entrySet()) {\\n            r[i++] = e.getKey();\\n            r[i++] = e.getValue();\\n        }\\n        return r;\\n    }'"")]"
forFilePath,core/src/main/java/jenkins/util/VirtualFile.java:862:18::jenkins.util.VirtualFile.VirtualFile forFilePath(finalFilePathf),VirtualFile.java,core/src/main/java/jenkins/util/VirtualFile.java,862,864,18,4,36811,36896,"[(862, ""'VirtualFile forFilePath(final FilePath f) {\\n        return new FilePathVF(f, f);\\n    }'"")]"
buildEnvironmentFor,"core/src/main/java/hudson/model/EnvironmentContributor.java:110:11::hudson.model.EnvironmentContributor.void buildEnvironmentFor(@NonNullJobj,@NonNullEnvVarsenvs,@NonNullTaskListenerlistener)",EnvironmentContributor.java,core/src/main/java/hudson/model/EnvironmentContributor.java,110,110,11,149,4587,4725,"[(110, ""'void buildEnvironmentFor(@NonNull Job j, @NonNull EnvVars envs, @NonNull TaskListener listener) throws IOException, InterruptedException {}'"")]"
checkTarUntarRoundTrip,"core/src/test/java/hudson/FilePathTest.java:375:12::hudson.FilePathTest.void checkTarUntarRoundTrip(StringfilePrefix,longfileSize)",FilePathTest.java,core/src/test/java/hudson/FilePathTest.java,375,396,12,4,14386,15492,"[(375, '\'void checkTarUntarRoundTrip(String filePrefix, long fileSize) throws Exception {\\n        final File tmpDir = temp.newFolder(filePrefix);\\n        final File tempFile =  new File(tmpDir, filePrefix + "".log"");\\n        RandomAccessFile file = new RandomAccessFile(tempFile, ""rw"");\\n        final File tarFile = new File(tmpDir, filePrefix + "".tar"");\\n\\n        file.setLength(fileSize);\\n        assumeTrue(fileSize == file.length());\\n        file.close();\\n\\n        // Compress archive\\n        final FilePath tmpDirPath = new FilePath(tmpDir);\\n        int tar = tmpDirPath.tar(Files.newOutputStream(tarFile.toPath()), tempFile.getName());\\n        assertEquals(""One file should have been compressed"", 1, tar);\\n\\n        // Decompress\\n        FilePath outDir = new FilePath(temp.newFolder(filePrefix + ""_out""));\\n        final FilePath outFile = outDir.child(tempFile.getName());\\n        tmpDirPath.child(tarFile.getName()).untar(outDir, TarCompression.NONE);\\n        assertEquals(""Result file after the roundtrip differs from the initial file"",\\n                new FilePath(tempFile).digest(), outFile.digest());\\n    }\'')]"
getNoProxyHostPatterns,core/src/main/java/hudson/ProxyConfiguration.java:220:18::hudson.ProxyConfiguration.List<Pattern> getNoProxyHostPatterns(StringnoProxyHost),ProxyConfiguration.java,core/src/main/java/hudson/ProxyConfiguration.java,220,229,18,4,7249,7629,"[(220, '\'List<Pattern> getNoProxyHostPatterns(String noProxyHost) {\\n        if (noProxyHost == null)  return Collections.emptyList();\\n\\n        List<Pattern> r = new ArrayList<>();\\n        for (String s : noProxyHost.split(""[ \\\\t\\\\n,|]+"")) {\\n            if (s.isEmpty())  continue;\\n            r.add(Pattern.compile(s.replace(""."", ""\\\\\\\\."").replace(""*"", "".*"")));\\n        }\\n        return r;\\n    }\'')]"
configure,"core/src/main/java/jenkins/model/GlobalBuildDiscarderConfiguration.java:68:11::jenkins.model.GlobalBuildDiscarderConfiguration.boolean configure(StaplerRequestreq,JSONObjectjson)",GlobalBuildDiscarderConfiguration.java,core/src/main/java/jenkins/model/GlobalBuildDiscarderConfiguration.java,68,75,11,4,2555,2928,"[(68, '\'boolean configure(StaplerRequest req, JSONObject json) throws FormException {\\n        try {\\n            configuredBuildDiscarders.rebuildHetero(req, json, GlobalBuildDiscarderStrategyDescriptor.all(), ""configuredBuildDiscarders"");\\n            return true;\\n        } catch (IOException x) {\\n            throw new FormException(x, ""configuredBuildDiscarders"");\\n        }\\n    }\'')]"
absolutize,"core/src/main/java/hudson/util/IOUtils.java:110:18::hudson.util.IOUtils.File absolutize(Filebase,Stringpath)",IOUtils.java,core/src/main/java/hudson/util/IOUtils.java,110,114,18,4,3722,3870,"[(110, ""'File absolutize(File base, String path) {\\n        if (isAbsolute(path))\\n            return new File(path);\\n        return new File(base, path);\\n    }'"")]"
remove,core/src/main/java/hudson/util/CopyOnWriteMap.java:117:24::hudson.util.CopyOnWriteMap.V remove(Objectkey),CopyOnWriteMap.java,core/src/main/java/hudson/util/CopyOnWriteMap.java,117,123,24,4,3459,3583,"[(117, ""'V remove(Object key) {\\n        Map<K, V> m = copy();\\n        V r = m.remove(key);\\n        update(m);\\n\\n        return r;\\n    }'"")]"
submit,"core/src/main/java/hudson/model/Project.java:227:14::hudson.model.Project.void submit(StaplerRequestreq,StaplerResponsersp)",Project.java,core/src/main/java/hudson/model/Project.java,227,235,14,4,7971,8407,"[(227, '\'void submit(StaplerRequest req, StaplerResponse rsp) throws IOException, ServletException, FormException {\\n        super.submit(req, rsp);\\n\\n        JSONObject json = req.getSubmittedForm();\\n\\n        getBuildWrappersList().rebuild(req, json, BuildWrappers.getFor(this));\\n        getBuildersList().rebuildHetero(req, json, Builder.all(), ""builder"");\\n        getPublishersList().rebuildHetero(req, json, Publisher.all(), ""publisher"");\\n    }\'')]"
containsStrings,test/src/test/java/hudson/cli/HelpCommandTest.java:107:19::hudson.cli.HelpCommandTest.Matcher<String> containsStrings(String...strings),HelpCommandTest.java,test/src/test/java/hudson/cli/HelpCommandTest.java,107,109,19,4,4307,4426,"[(107, ""'Matcher<String> containsStrings(String... strings) {\\n        return stringContainsInOrder(Arrays.asList(strings));\\n    }'"")]"
doConfigDotXml,"core/src/main/java/hudson/model/AbstractItem.java:821:11::hudson.model.AbstractItem.void doConfigDotXml(StaplerRequestreq,StaplerResponsersp)",AbstractItem.java,core/src/main/java/hudson/model/AbstractItem.java,821,837,11,4,32340,32865,"[(821, '\'void doConfigDotXml(StaplerRequest req, StaplerResponse rsp)\\n            throws IOException {\\n        if (req.getMethod().equals(""GET"")) {\\n            // read\\n            rsp.setContentType(""application/xml"");\\n            writeConfigDotXml(rsp.getOutputStream());\\n            return;\\n        }\\n        if (req.getMethod().equals(""POST"")) {\\n            // submission\\n            updateByXml((Source) new StreamSource(req.getReader()));\\n            return;\\n        }\\n\\n        // huh?\\n        rsp.sendError(SC_BAD_REQUEST);\\n    }\'')]"
